;"Generated by FINAN XBRL Taxonomy Viewer v4.1.5"
;"Taxonomy: BT11(FrcRptVpb2016)"

"Sort";"ID";"Level";"Label nl";"Label en";"Label de";"Label fr";"PreferredLabelRole";"ElementName";"NamespaceAlias";"FinanVarName";"Url";"SubstitutionGroup";"UseCount";"IsTuple";"IsInThisTuple";"TupleDepth";"TupleInstanceOrder";"MinTupleInstances";"MaxTupleInstances";"ElementType";"ShortElementType";"BaseType";"DataType (FMT4)";"InputRequired";"Pattern";"Enumeration";"FractionDigits";"TotalDigits";"Length";"MinLength";"MaxLength";"MinInclusive";"MaxInclusive";"MinExclusive";"MaxExclusive";"PeriodType";"Balance";"Abstract";"Nillable";"Documentation nl";"Documentation en";"Documentation de";"Documentation fr";"Ddef.Guidance nl";"Ddef.Guidance en";"Ddef.Guidance de";"Ddef.Guidance fr";"References"
11;"bd-bedr:InvestmentFundReInvestmentReserveWithdrawal";5;"            Onttrekking herbeleggingsreserve beleggingsinstelling";"            Onttrekking herbeleggingsreserve beleggingsinstelling";"            Onttrekking herbeleggingsreserve beleggingsinstelling";"            Onttrekking herbeleggingsreserve beleggingsinstelling";"";"InvestmentFundReInvestmentReserveWithdrawal";"bd-bedr";"InvestmentFundReInvestmentReserveWithdrawal";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#InvestmentFundReInvestmentReserveWithdrawal";"xbrli:item";1;0;;"0";"0";"0";"0";"nl-types:nonNegativeMonetaryNoDecimalsItemType";"nonNegativeMonetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"0";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 512364|Article: 28, Name: Wet VPB1969"
12;"bd-bedr:InvestmentFundReInvestmentReserveFiscal";5;"            Herbeleggingsreserve beleggingsinstelling fiscaal";"            Herbeleggingsreserve beleggingsinstelling fiscaal";"            Herbeleggingsreserve beleggingsinstelling fiscaal";"            Herbeleggingsreserve beleggingsinstelling fiscaal";"";"InvestmentFundReInvestmentReserveFiscal";"bd-bedr";"InvestmentFundReInvestmentReserveFiscal";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#InvestmentFundReInvestmentReserveFiscal";"xbrli:item";1;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"None";0;0;"";"";"";"";"";"";"";"";"Article: 28, Name: Wet VPB1969|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 512358"
13;"bd-abstr:InvestmentFundRoundOffReserveTitle";4;"         Afrondingsreserve beleggingsinstelling";"         Afrondingsreserve beleggingsinstelling";"         Afrondingsreserve beleggingsinstelling";"         Afrondingsreserve beleggingsinstelling";"";"InvestmentFundRoundOffReserveTitle";"bd-abstr";"InvestmentFundRoundOffReserveTitle";"http://www.nltaxonomie.nl/nt11/bd/20161207/presentation/bd-abstracts#InvestmentFundRoundOffReserveTitle";"sbr:presentationItem";1;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
14;"bd-bedr:InvestmentFundRoundOffReserveAddition";5;"            Toevoeging afrondingsreserve beleggingsinstelling";"            Toevoeging afrondingsreserve beleggingsinstelling";"            Toevoeging afrondingsreserve beleggingsinstelling";"            Toevoeging afrondingsreserve beleggingsinstelling";"";"InvestmentFundRoundOffReserveAddition";"bd-bedr";"InvestmentFundRoundOffReserveAddition";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#InvestmentFundRoundOffReserveAddition";"xbrli:item";1;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Article: 28, Name: Wet VPB1969|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 512365"
15;"bd-bedr:InvestmentFundRoundOffReserveWithdrawal";5;"            Onttrekking afrondingsreserve beleggingsinstelling";"            Onttrekking afrondingsreserve beleggingsinstelling";"            Onttrekking afrondingsreserve beleggingsinstelling";"            Onttrekking afrondingsreserve beleggingsinstelling";"";"InvestmentFundRoundOffReserveWithdrawal";"bd-bedr";"InvestmentFundRoundOffReserveWithdrawal";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#InvestmentFundRoundOffReserveWithdrawal";"xbrli:item";1;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Article: 28, Name: Wet VPB1969|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 512366"
16;"bd-bedr:InvestmentFundRoundOffReserveFiscal";5;"            Afrondingsreserve beleggingsinstelling fiscaal";"            Afrondingsreserve beleggingsinstelling fiscaal";"            Afrondingsreserve beleggingsinstelling fiscaal";"            Afrondingsreserve beleggingsinstelling fiscaal";"";"InvestmentFundRoundOffReserveFiscal";"bd-bedr";"InvestmentFundRoundOffReserveFiscal";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#InvestmentFundRoundOffReserveFiscal";"xbrli:item";1;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"None";0;0;"";"";"";"";"";"";"";"";"Article: 28, Name: Wet VPB1969|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 512361"
17;"bd-bedr:ProfitDeterminationAndReserveInsurersDecreeApplicationExists";4;"         Toepassing besluit winstbepaling en reserve verzekeraars";"         Toepassing besluit winstbepaling en reserve verzekeraars";"         Toepassing besluit winstbepaling en reserve verzekeraars";"         Toepassing besluit winstbepaling en reserve verzekeraars";"";"ProfitDeterminationAndReserveInsurersDecreeApplicationExists";"bd-bedr";"ProfitDeterminationAndReserveInsurersDecreeApplicationExists";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#ProfitDeterminationAndReserveInsurersDecreeApplicationExists";"xbrli:item";1;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Article: 29, Name: Wet VPB1969|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 118486"
18;"bd-abstr:InsuranceCalamityReserveTitle";4;"         Egalisatie-/calamiteitenreserve verzekeringsbesluit specificatie";"         Egalisatie-/calamiteitenreserve verzekeringsbesluit specificatie";"         Egalisatie-/calamiteitenreserve verzekeringsbesluit specificatie";"         Egalisatie-/calamiteitenreserve verzekeringsbesluit specificatie";"";"InsuranceCalamityReserveTitle";"bd-abstr";"InsuranceCalamityReserveTitle";"http://www.nltaxonomie.nl/nt11/bd/20161207/presentation/bd-abstracts#InsuranceCalamityReserveTitle";"sbr:presentationItem";1;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
19;"bd-bedr:InsuranceCalamityReserveAddition";5;"            Egalisatie-/calamiteitenreserve verzekeringsbesluit toevoeging";"            Egalisatie-/calamiteitenreserve verzekeringsbesluit toevoeging";"            Egalisatie-/calamiteitenreserve verzekeringsbesluit toevoeging";"            Egalisatie-/calamiteitenreserve verzekeringsbesluit toevoeging";"";"InsuranceCalamityReserveAddition";"bd-bedr";"InsuranceCalamityReserveAddition";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#InsuranceCalamityReserveAddition";"xbrli:item";1;0;;"0";"0";"0";"0";"nl-types:nonNegativeMonetaryNoDecimalsItemType";"nonNegativeMonetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"0";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 520523|Name: Besluit winstbepaling en reserves verzekeraars 2001"
20;"bd-bedr:InsuranceCalamityReserveWithdrawal";5;"            Egalisatie-/calamiteitenreserve verzekeringsbesluit onttrekking";"            Egalisatie-/calamiteitenreserve verzekeringsbesluit onttrekking";"            Egalisatie-/calamiteitenreserve verzekeringsbesluit onttrekking";"            Egalisatie-/calamiteitenreserve verzekeringsbesluit onttrekking";"";"InsuranceCalamityReserveWithdrawal";"bd-bedr";"InsuranceCalamityReserveWithdrawal";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#InsuranceCalamityReserveWithdrawal";"xbrli:item";1;0;;"0";"0";"0";"0";"nl-types:nonNegativeMonetaryNoDecimalsItemType";"nonNegativeMonetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"0";"";"";"";"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Name: Besluit winstbepaling en reserves verzekeraars 2001|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 520524"
21;"bd-bedr:InsuranceCalamityReserve";5;"            Egalisatie-/calamiteitenreserve verzekeringsbesluit";"            Egalisatie-/calamiteitenreserve verzekeringsbesluit";"            Egalisatie-/calamiteitenreserve verzekeringsbesluit";"            Egalisatie-/calamiteitenreserve verzekeringsbesluit";"";"InsuranceCalamityReserve";"bd-bedr";"InsuranceCalamityReserve";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#InsuranceCalamityReserve";"xbrli:item";1;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"None";0;0;"";"";"";"";"";"";"";"";"Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 520525|Name: Besluit winstbepaling en reserves verzekeraars 2001"
22;"bd-bedr:BusinessActivitiesChangeExists";4;"         Activiteiten onderneming gewijzigd";"         Activiteiten onderneming gewijzigd";"         Activiteiten onderneming gewijzigd";"         Activiteiten onderneming gewijzigd";"";"BusinessActivitiesChangeExists";"bd-bedr";"BusinessActivitiesChangeExists";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#BusinessActivitiesChangeExists";"xbrli:item";1;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 118478"
23;"bd-bedr:AssetsAndOrLiabilitiesValuationSystemChangeCorporationTaxExists";4;"         Wijziging waarderingsstelsel van activa en/of passiva VpB";"         Wijziging waarderingsstelsel van activa en/of passiva VpB";"         Wijziging waarderingsstelsel van activa en/of passiva VpB";"         Wijziging waarderingsstelsel van activa en/of passiva VpB";"";"AssetsAndOrLiabilitiesValuationSystemChangeCorporationTaxExists";"bd-bedr";"AssetsAndOrLiabilitiesValuationSystemChangeCorporationTaxExists";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#AssetsAndOrLiabilitiesValuationSystemChangeCorporationTaxExists";"xbrli:item";1;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 118488|Article: 8, Name: Wet VPB1969, Paragraph: 1"
24;"bd-bedr:BusinessAssetsRandomDepreciationNetherlandsCorporationtaxExists";4;"         Willekeurige afschrijving op bedrijfsmiddel in Nederland VpB";"         Willekeurige afschrijving op bedrijfsmiddel in Nederland VpB";"         Willekeurige afschrijving op bedrijfsmiddel in Nederland VpB";"         Willekeurige afschrijving op bedrijfsmiddel in Nederland VpB";"";"BusinessAssetsRandomDepreciationNetherlandsCorporationtaxExists";"bd-bedr";"BusinessAssetsRandomDepreciationNetherlandsCorporationtaxExists";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#BusinessAssetsRandomDepreciationNetherlandsCorporationtaxExists";"xbrli:item";1;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Article: 3.34, Name: Wet IB2001|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 118507|Article: 8, Name: Wet VPB1969, Paragraph: 1|Article: 3.31, Name: Wet IB2001"
25;"bd-bedr:PensionSchemeNewOrChangedExists";4;"         Nieuwe of gewijzigde pensioenregeling VPB";"         Nieuwe of gewijzigde pensioenregeling VPB";"         Nieuwe of gewijzigde pensioenregeling VPB";"         Nieuwe of gewijzigde pensioenregeling VPB";"";"PensionSchemeNewOrChangedExists";"bd-bedr";"PensionSchemeNewOrChangedExists";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#PensionSchemeNewOrChangedExists";"xbrli:item";1;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 118490|Article: 8, Name: Wet VPB1969"
26;"bd-bedr:PensionClaimReducedExists";4;"         Pensioenaanspraak verminderd";"         Pensioenaanspraak verminderd";"         Pensioenaanspraak verminderd";"         Pensioenaanspraak verminderd";"";"PensionClaimReducedExists";"bd-bedr";"PensionClaimReducedExists";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#PensionClaimReducedExists";"xbrli:item";1;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Article: 19, Name: Wet Loonbelasting 1969, Subparagraph: b|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 635980|Article: 27M, Name: Besluit van 18 maart 2013, nr. BLKB2013/27M|Article: IV, Name: Belastingplan 2013"
27;"bd-bedr:DisposalConversionDepreciatedReceivableExists";4;"         Vervreemden, omzetten afgewaardeerde vordering van toepassing";"         Vervreemden, omzetten afgewaardeerde vordering van toepassing";"         Vervreemden, omzetten afgewaardeerde vordering van toepassing";"         Vervreemden, omzetten afgewaardeerde vordering van toepassing";"";"DisposalConversionDepreciatedReceivableExists";"bd-bedr";"DisposalConversionDepreciatedReceivableExists";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#DisposalConversionDepreciatedReceivableExists";"xbrli:item";1;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Article: 13b, Name: Wet VPB1969|Article: 13ba, Name: Wet VPB1969|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 118495"
28;"bd-bedr:DisposalSharesParticipatingInterestAtShareMergerOrSplitOffOrMergerExists";4;"         Vervreemden aandelen waarop fiscale claim rust van toepassing";"         Vervreemden aandelen waarop fiscale claim rust van toepassing";"         Vervreemden aandelen waarop fiscale claim rust van toepassing";"         Vervreemden aandelen waarop fiscale claim rust van toepassing";"";"DisposalSharesParticipatingInterestAtShareMergerOrSplitOffOrMergerExists";"bd-bedr";"DisposalSharesParticipatingInterestAtShareMergerOrSplitOffOrMergerExists";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#DisposalSharesParticipatingInterestAtShareMergerOrSplitOffOrMergerExists";"xbrli:item";1;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Article: 13k, Name: Wet VPB1969|Article: 13h, Name: Wet VPB1969|Article: 13i, Name: Wet VPB1969|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 118497|Article: 13j, Name: Wet VPB1969"
29;"bd-bedr:DeductableLossCurrencyParticipationAndParticipatingInterestExemption";4;"         Aftrek valutaverlies op deelneming en deelnemingsvrijstelling";"         Aftrek valutaverlies op deelneming en deelnemingsvrijstelling";"         Aftrek valutaverlies op deelneming en deelnemingsvrijstelling";"         Aftrek valutaverlies op deelneming en deelnemingsvrijstelling";"";"DeductableLossCurrencyParticipationAndParticipatingInterestExemption";"bd-bedr";"DeductableLossCurrencyParticipationAndParticipatingInterestExemption";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#DeductableLossCurrencyParticipationAndParticipatingInterestExemption";"xbrli:item";1;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Article: 28b, Name: Wet VPB1969|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 623920"
30;"bd-bedr:DivisionShareCapitalChanged";4;"         Verdeling aandelenkapitaal gewijzigd";"         Verdeling aandelenkapitaal gewijzigd";"         Verdeling aandelenkapitaal gewijzigd";"         Verdeling aandelenkapitaal gewijzigd";"";"DivisionShareCapitalChanged";"bd-bedr";"DivisionShareCapitalChanged";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#DivisionShareCapitalChanged";"xbrli:item";1;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 118505"
31;"bd-bedr:SetoffLossConstraintTransferYear";4;"         Beperking verliesverrekening in overdrachtsjaar";"         Beperking verliesverrekening in overdrachtsjaar";"         Beperking verliesverrekening in overdrachtsjaar";"         Beperking verliesverrekening in overdrachtsjaar";"";"SetoffLossConstraintTransferYear";"bd-bedr";"SetoffLossConstraintTransferYear";"http://www.nltaxonomie.nl/nt11/bd/20161207/dictionary/bd-bedrijven#SetoffLossConstraintTransferYear";"xbrli:item";1;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"";"";"";"";"";"";"Article: 20a, Name: Wet VPB1969, Paragraph: 1|Chapter: gsp definities, Name: belastingdienst taxonomie definities.pdf, Paragraph: 623919"
