;"Generated by FINAN XBRL Taxonomy Viewer v4.4.1"
;"Taxonomy: BT20151(BankRptKredietKlFiscCns2014)"

"Sort";"ID";"Level";"Label nl";"Label en";"PreferredLabelRole";"ElementName";"NamespaceAlias";"FinanVarName";"Url";"SubstitutionGroup";"UseCount";"IsTuple";"IsTupleKey";"IsInThisTuple";"TupleDepth";"TupleInstanceOrder";"MinTupleInstances";"MaxTupleInstances";"ElementType";"ShortElementType";"BaseType";"DataType (FMT4)";"InputRequired";"Pattern";"Enumeration";"FractionDigits";"TotalDigits";"Length";"MinLength";"MaxLength";"MinInclusive";"MaxInclusive";"MinExclusive";"MaxExclusive";"PeriodType";"Balance";"Abstract";"Nillable";"Documentation nl";"Documentation en";"Ddef.Guidance nl";"Ddef.Guidance en";"References"
11;"rj-i:FinancialPeriodDifferentThanAnnualStatus";3;"      Rapportageperiode afwijkend van een jaar J/N";"      Reporting period different than annual";"urn:bank:preflabel:label";"FinancialPeriodDifferentThanAnnualStatus";"rj-i";"FinancialPeriodDifferentThanAnnualStatus";"http://www.nltaxonomie.nl/9.0/basis/rj/items/rj-data#FinancialPeriodDifferentThanAnnualStatus";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"Geeft aan of de rapportageperiode geen (kalender)jaar is. Indien afwijkend dan ""J"" van Ja invullen.";"";"Chapter: 110, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 104|Chapter: A1, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 305"
12;"rj-i:FinancialPeriodDifferentThanAnnualReason";4;"         Rapportageperiode afwijkend van een jaar, reden van afwijking";"         Reporting period different than annual, reason for difference";"";"FinancialPeriodDifferentThanAnnualReason";"rj-i";"FinancialPeriodDifferentThanAnnualReason";"http://www.nltaxonomie.nl/9.0/basis/rj/items/rj-data#FinancialPeriodDifferentThanAnnualReason";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"De reden waarom de rapportageperiode afwijkt van een (kalender)jaar.";"";"Chapter: 110, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 104|Chapter: A1, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 305"
13;"rj-i:FinancialPeriodDifferentThanAnnualImpactComparatives";4;"         Rapportageperiode afwijkend van een jaar, effect op vergelijkende cijfers";"         Reporting period different than annual, impact on comparatives";"";"FinancialPeriodDifferentThanAnnualImpactComparatives";"rj-i";"FinancialPeriodDifferentThanAnnualImpactComparatives";"http://www.nltaxonomie.nl/9.0/basis/rj/items/rj-data#FinancialPeriodDifferentThanAnnualImpactComparatives";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"Het effect op de vergelijkende cijfers (van voorgaande periode). Doordat de rappartageperiode afwijkt moet een toelichting worden gegeven.";"";"Chapter: 110, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 104|Chapter: A1, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 305"
14;"nl-cd:DocumentCreationDate";3;"      Datum van opmaak van het document";"      Document creation date";"";"DocumentCreationDate";"nl-cd";"DocumentCreationDate";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#DocumentCreationDate";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"De datum van opmaak van het document volgens ISO 8601 in het formaat: jjjj-mm-dd";"The date of document formatting, according to ISO 8601 with the format: yyyy-mm-dd.";"De datum waarop de rapportage is gemaakt.";"";"Chapter: 160, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 401|Chapter: B4, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 110"
15;"venj-bw2-i:DocumentAdoptionStatus";3;"      Jaarrekening vastgesteld J/N";"      Financial statements adopted Y/N";"urn:bank:preflabel:label";"DocumentAdoptionStatus";"venj-bw2-i";"DocumentAdoptionStatus";"http://www.nltaxonomie.nl/9.0/basis/venj/items/venj-bw2-data#DocumentAdoptionStatus";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"De constatering of een jaarrekening is vastgesteld.";"";"Article: 394, Name: Burgerlijk Wetboek Boek 2, Paragraph: 1|Chapter: A6, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 103"
16;"venj-bw2-i:DocumentAdoptionDate";4;"         Datum van vaststelling van de jaarrekening";"         Date of adoption of the financial statements";"";"DocumentAdoptionDate";"venj-bw2-i";"DocumentAdoptionDate";"http://www.nltaxonomie.nl/9.0/basis/venj/items/venj-bw2-data#DocumentAdoptionDate";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"De datum waarop de jaarrekening is vastgesteld.";"";"Article: 394, Name: Burgerlijk Wetboek Boek 2, Paragraph: 1|Chapter: A6, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 103"
17;"kvk-abstr:EntityInformationTitle";2;"   Informatie met betrekking tot de onderneming";"   Entity information";"urn:bank:preflabel:label";"EntityInformationTitle";"kvk-abstr";"EntityInformationTitle";"http://www.nltaxonomie.nl/9.0/report/kvk/abstracts/kvk-abstracts#EntityInformationTitle";"sbr:presentationItem";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";""
18;"bank-cd:RegistrationChamberOfCommerce";3;"      Inschrijfnummer KvK";"      Registration chamber of commerce";"";"RegistrationChamberOfCommerce";"bank-cd";"RegistrationChamberOfCommerce";"https://www.sbrbanken.nl/BT2015.1/basis/bank/items/bank-common-data#RegistrationChamberOfCommerce";"xbrli:item";7;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"Het KvK-inschrijfnummer van de onderneming.";"";"Het KvK-inschrijfnummer van de onderneming.";"";""
19;"nl-cd:NameBusiness";3;"      Handelsnaam van de onderneming";"      Trade name of the company";"";"NameBusiness";"nl-cd";"NameBusiness";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#NameBusiness";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"De naam waaronder de onderneming wordt gedreven.";"The name under which a company is run.";"De handelsnaam van de onderneming.";"";"Article: 1, Name: Handelsnaamwet|Chapter: 110, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 103, Subparagraph: a"
20;"nl-cd:StatutoryNameEntity";3;"      Statutaire naam onderneming";"      Statutory name company";"urn:bank:preflabel:label";"StatutoryNameEntity";"nl-cd";"StatutoryNameEntity";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#StatutoryNameEntity";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"De naam van de entiteit zoals vastgelegd in de statuten.";"The name of the entity according to the articles of association.";"Statutaire naam van de onderneming.";"";"Article: 10, Name: Handelsregisterwet, Paragraph: 3, Subparagraph: b|Article: 12, Name: Handelsregisterwet, Subparagraph: b|Chapter: 110, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 103, Subparagraph: a|Chapter: 300, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 105, Subparagraph: a|Chapter: A1, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 306|Chapter: B18, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 104"
21;"bank-cd:DateEstablishmentEntity";3;"      Oprichtingsdatum onderneming";"      Date establishment entity";"";"DateEstablishmentEntity";"bank-cd";"DateEstablishmentEntity";"https://www.sbrbanken.nl/BT2015.1/basis/bank/items/bank-common-data#DateEstablishmentEntity";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"Oprichtingsdatum van de onderneming.";"";"Oprichtingsdatum van de onderneming.";"";""
22;"bank-cd:DateChangeRegulationsEntity";3;"      Datum laatste statutenwijziging onderneming";"      Date change regulations entity";"";"DateChangeRegulationsEntity";"bank-cd";"DateChangeRegulationsEntity";"https://www.sbrbanken.nl/BT2015.1/basis/bank/items/bank-common-data#DateChangeRegulationsEntity";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"Datum laatste statutenwijziging onderneming.";"";"Datum laatste statutenwijziging van de onderneming.";"";""
23;"nl-cd:LegalForm";3;"      Rechtsvorm";"      Legal form";"";"LegalForm";"nl-cd";"LegalForm";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#LegalForm";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-codes:legalItemType";"legal";"xbrli:stringItemType";"Enumeration";"0";"";"Besloten vennootschap|Buitenlandse NNP als functionaris|Buitenlandse rechtsvorm|Commanditaire vennootschap met rechtspersoonlijkheid|Commanditaire vennootschap|Cooperatie|Eenmanszaak met meerdere eigenaren|Eenmanszaak|Europees Economisch Samenwerkingsverband|Europese cooperatieve vennootschap (SCE)|Europese naamloze vennootschap (SE)|Formeel buitenlandse vennootschap|Kapitaal vennootschap binnen EER|Kerkgenootschap|Maatschap|Naamloze vennootschap|Niet formeel buitenlandse vennootschap|Onderlinge waarborg maatschappij|Openbare vennootschap met rechtspersoonlijkheid|Openbare vennootschap|Overige buitenlandse rechtsvorm|Overige rechtsvorm|Publiekrechtelijke rechtspersoon|Rechtspersoon in oprichting|Rederij|Stichting|Vennootschap onder firma|Vereniging van eigenaars|Vereniging";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"De juridische status van de onderneming.";"The legal status of a company.";"De rechtsvorm van de onderneming. Bijvoorbeeld B.V. of VOF.";"";"Article: 3.8, Name: Wet inkomstenbelasting 2001"
24;"bank-cd:AgriculturalActivities";3;"      Agrarische activiteiten J/N";"      Agricultural activities";"";"AgriculturalActivities";"bank-cd";"AgriculturalActivities";"https://www.sbrbanken.nl/BT2015.1/basis/bank/items/bank-common-data#AgriculturalActivities";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"Indicatie of door de onderneming agrarische activiteiten worden ondernomen.";"";"Indicatie of door de onderneming agrarische activiteiten worden ondernomen.";"";""
25;"nl-cd:EmailAddressFull";3;"      E-mailadres";"      Email address";"http://www.xbrl.org/2003/role/terseLabel";"EmailAddressFull";"nl-cd";"EmailAddressFull";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#EmailAddressFull";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:emailItemType";"email";"xbrli:stringItemType";"String";"0";"[^@]+@[^@]+";"";"";"";"";"6";"254";"";"";"";"";"Duration";"None";0;0;"Het adres waaronder een persoon of organisatie via het internet per elektronische post te bereiken is.";"The address with which the person or organisation is contacted through the internet electronic mail.";"Het (volledige) email adres.";"";"IssueDate: 2002, Name: NEN5825"
26;"rj-i:StatutoryPlaceOfResidence";3;"      Statutaire vestigingsplaats";"      Statutory place of residence";"";"StatutoryPlaceOfResidence";"rj-i";"StatutoryPlaceOfResidence";"http://www.nltaxonomie.nl/9.0/basis/rj/items/rj-data#StatutoryPlaceOfResidence";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"Het statutaire adres alwaar de onderneming is gevestigd.";"";"Chapter: 300, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 105, Subparagraph: a"
27;"bank-cd:PostalCodeStatutoryPlaceOfResidence";3;"      Postcode statutair vestigingsadres";"      Postal code statutory place of residence";"";"PostalCodeStatutoryPlaceOfResidence";"bank-cd";"PostalCodeStatutoryPlaceOfResidence";"https://www.sbrbanken.nl/BT2015.1/basis/bank/items/bank-common-data#PostalCodeStatutoryPlaceOfResidence";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"De postcode van het statutair vestigingsadres.";"";"De postcode van het statutair vestigingsadres.";"";""
28;"bank-tuples:LocationActualActivitiesAddressNLSpecification";2;"   Vestigingsadres in Nederland";"   Address of actual establishment in the Netherlands specification";"";"LocationActualActivitiesAddressNLSpecification";"bank-tuples";"LocationActualActivitiesAddressNLSpecification";"https://www.sbrbanken.nl/BT2015.1/domein/bank/tuples/bank-tuples#LocationActualActivitiesAddressNLSpecification";"xbrli:tuple";1;1;0;;"0";"0";"0";"-1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"";"";"";"";""
29;"nl-cd:DescriptionLocationNL";3;"      Locatieomschrijving NL";"      Description of location NL";"";"DescriptionLocationNL";"nl-cd";"DescriptionLocationNL";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#DescriptionLocationNL";"xbrli:item";1;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"Een nadere aanduiding bij de adresgegevens om de plaats aan te duiden waar de persoon dan wel een organisatie bereikbaar is.";"More information on address to identify the location where the person or organisation is located.";"Hier dienen de zakelijke adresgegevens te worden opgegeven.";"";"IssueDate: 2002, Name: NEN5825"
30;"nl-cd:StreetNameNL";3;"      Straatnaam NL";"      Street name NL";"";"StreetNameNL";"nl-cd";"StreetNameNL";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#StreetNameNL";"xbrli:item";1;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"1";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"De officiële door de gemeente vastgestelde naam van een straat.";"The official registered name of a street as determined by the city council.";"De officiële straatnaam.";"";"IssueDate: 2002, Name: NEN5825|Chapter: 300, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 105, Subparagraph: a|Chapter: B18, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 104"
31;"nl-cd:HouseNumberNL";3;"      Huisnummer";"      House number";"";"HouseNumberNL";"nl-cd";"HouseNumberNL";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#HouseNumberNL";"xbrli:item";1;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"2";"0";"0";"nl-types:nonNegativeItemType";"nonNegative";"xbrli:stringItemType";"String";"0";"([0-9]*)";"";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"De numerieke aanduiding zoals deze door de gemeente aan het object is toegekend.";"The numeric part of the object as designated by the municipality.";"Het huisnummer.";"";"IssueDate: 2002, Name: NEN5825|Chapter: 300, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 105, Subparagraph: a|Chapter: B18, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 104"
32;"nl-cd:HouseNumberAddition";3;"      Huisnummer toevoeging";"      House number addition";"";"HouseNumberAddition";"nl-cd";"HouseNumberAddition";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#HouseNumberAddition";"xbrli:item";2;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"3";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"De huisnummertoevoeging zoals deze door de gemeente aan het object is toegekend.";"The house number addition as designated by the municipality.";"De toevoeging aan het huisnummer, bijvoorbeeld ""A"" of ""2 hoog"".";"";"IssueDate: 2002, Name: NEN5825|Chapter: 300, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 105, Subparagraph: a|Chapter: B18, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 104"
33;"nl-cd:POBoxNumber";3;"      Postbusnummer";"      PO box number";"";"POBoxNumber";"nl-cd";"POBoxNumber";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#POBoxNumber";"xbrli:item";2;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"4";"0";"0";"nl-types:nonNegativeItemType";"nonNegative";"xbrli:stringItemType";"String";"0";"([0-9]*)";"";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"De numerieke aanduiding zoals vastgesteld voor een Nederlandse postbus.";"The numeric part as designated for a Dutch Post Office Box.";"De numerieke aanduiding zoals deze door TPG Post is vastgesteld voor een Nederlandse postbus.";"";"IssueDate: 2002, Name: NEN5825"
34;"nl-cd:PostalCodeNL";3;"      Postcode NL";"      Postal code NL";"";"PostalCodeNL";"nl-cd";"PostalCodeNL";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#PostalCodeNL";"xbrli:item";1;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"5";"0";"0";"nl-types:nlzipItemType";"nlzip";"xbrli:stringItemType";"String";"1";"([1-9]{1}[0-9]{3}[A-Z]{2})";"";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"De officiële codering van PostNL voor een Nederlands postadres, bestaande uit een numeriek deel en een alfabetisch deel.";"The official coding of PostNL for a Dutch postal address, consisting of a numeric part and an alphabetic part.";"De postcode van het adres.";"";"IssueDate: 2002, Name: NEN5825|Chapter: 300, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 105, Subparagraph: a|Chapter: B18, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 104|Article: 37, Name: Wet op de omzetbelasting 1968, Paragraph: a"
35;"nl-cd:PlaceOfResidenceNL";3;"      Woonplaats NL";"      Place of residence NL";"";"PlaceOfResidenceNL";"nl-cd";"PlaceOfResidenceNL";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#PlaceOfResidenceNL";"xbrli:item";1;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"6";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"De officiële door de gemeente vastgestelde gemeentenaam.";"The official municipality name as designated by the municipality.";"De plaats van vestiging van de onderneming.";"";"Name: LO3.7, Page: 255, Publisher: Gemeentelijke basisadministratie|IssueDate: 2002, Name: NEN5825|Chapter: 300, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 105, Subparagraph: a|Chapter: B18, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 104|Article: 37, Name: Wet op de omzetbelasting 1968, Paragraph: a"
