;"Generated by FINAN XBRL Taxonomy Viewer v4.4.1"
;"Taxonomy: BT20151(BankRptKredietPpMggComm)"

"Sort";"ID";"Level";"Label nl";"Label en";"PreferredLabelRole";"ElementName";"NamespaceAlias";"FinanVarName";"Url";"SubstitutionGroup";"UseCount";"IsTuple";"IsTupleKey";"IsInThisTuple";"TupleDepth";"TupleInstanceOrder";"MinTupleInstances";"MaxTupleInstances";"ElementType";"ShortElementType";"BaseType";"DataType (FMT4)";"InputRequired";"Pattern";"Enumeration";"FractionDigits";"TotalDigits";"Length";"MinLength";"MaxLength";"MinInclusive";"MaxInclusive";"MinExclusive";"MaxExclusive";"PeriodType";"Balance";"Abstract";"Nillable";"Documentation nl";"Documentation en";"Ddef.Guidance nl";"Ddef.Guidance en";"References"
11;"nl-cd:DocumentCreationDate";3;"      Datum van opmaak van het document";"      Document creation date";"";"DocumentCreationDate";"nl-cd";"DocumentCreationDate";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#DocumentCreationDate";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"De datum van opmaak van het document volgens ISO 8601 in het formaat: jjjj-mm-dd";"The date of document formatting, according to ISO 8601 with the format: yyyy-mm-dd.";"De datum waarop de rapportage is gemaakt.";"";"Chapter: 160, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 401|Chapter: B4, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 110"
12;"kvk-abstr:EntityInformationTitle";2;"   Informatie met betrekking tot de onderneming";"   Entity information";"urn:bank:preflabel:label";"EntityInformationTitle";"kvk-abstr";"EntityInformationTitle";"http://www.nltaxonomie.nl/9.0/report/kvk/abstracts/kvk-abstracts#EntityInformationTitle";"sbr:presentationItem";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";""
13;"bank-cd:RegistrationChamberOfCommerce";3;"      Inschrijfnummer KvK";"      Registration chamber of commerce";"";"RegistrationChamberOfCommerce";"bank-cd";"RegistrationChamberOfCommerce";"https://www.sbrbanken.nl/BT2015.1/basis/bank/items/bank-common-data#RegistrationChamberOfCommerce";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"Het KvK-inschrijfnummer van de onderneming.";"";"Het KvK-inschrijfnummer van de onderneming.";"";""
14;"nl-cd:NameBusiness";3;"      Handelsnaam van de onderneming";"      Trade name of the company";"";"NameBusiness";"nl-cd";"NameBusiness";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#NameBusiness";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"De naam waaronder de onderneming wordt gedreven.";"The name under which a company is run.";"De handelsnaam van de onderneming.";"";"Article: 1, Name: Handelsnaamwet|Chapter: 110, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 103, Subparagraph: a"
15;"nl-cd:StatutoryNameEntity";3;"      Statutaire naam onderneming";"      Statutory name company";"urn:bank:preflabel:label";"StatutoryNameEntity";"nl-cd";"StatutoryNameEntity";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#StatutoryNameEntity";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"De naam van de entiteit zoals vastgelegd in de statuten.";"The name of the entity according to the articles of association.";"Statutaire naam van de onderneming.";"";"Article: 10, Name: Handelsregisterwet, Paragraph: 3, Subparagraph: b|Article: 12, Name: Handelsregisterwet, Subparagraph: b|Chapter: 110, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 103, Subparagraph: a|Chapter: 300, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 105, Subparagraph: a|Chapter: A1, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 306|Chapter: B18, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 104"
16;"bank-cd:DateEstablishmentEntity";3;"      Oprichtingsdatum onderneming";"      Date establishment entity";"";"DateEstablishmentEntity";"bank-cd";"DateEstablishmentEntity";"https://www.sbrbanken.nl/BT2015.1/basis/bank/items/bank-common-data#DateEstablishmentEntity";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"Oprichtingsdatum van de onderneming.";"";"Oprichtingsdatum van de onderneming.";"";""
17;"bank-cd:DateChangeRegulationsEntity";3;"      Datum laatste statutenwijziging onderneming";"      Date change regulations entity";"";"DateChangeRegulationsEntity";"bank-cd";"DateChangeRegulationsEntity";"https://www.sbrbanken.nl/BT2015.1/basis/bank/items/bank-common-data#DateChangeRegulationsEntity";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"Datum laatste statutenwijziging onderneming.";"";"Datum laatste statutenwijziging van de onderneming.";"";""
18;"nl-cd:LegalForm";3;"      Rechtsvorm";"      Legal form";"";"LegalForm";"nl-cd";"LegalForm";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#LegalForm";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-codes:legalItemType";"legal";"xbrli:stringItemType";"Enumeration";"0";"";"Besloten vennootschap|Buitenlandse NNP als functionaris|Buitenlandse rechtsvorm|Commanditaire vennootschap met rechtspersoonlijkheid|Commanditaire vennootschap|Cooperatie|Eenmanszaak met meerdere eigenaren|Eenmanszaak|Europees Economisch Samenwerkingsverband|Europese cooperatieve vennootschap (SCE)|Europese naamloze vennootschap (SE)|Formeel buitenlandse vennootschap|Kapitaal vennootschap binnen EER|Kerkgenootschap|Maatschap|Naamloze vennootschap|Niet formeel buitenlandse vennootschap|Onderlinge waarborg maatschappij|Openbare vennootschap met rechtspersoonlijkheid|Openbare vennootschap|Overige buitenlandse rechtsvorm|Overige rechtsvorm|Publiekrechtelijke rechtspersoon|Rechtspersoon in oprichting|Rederij|Stichting|Vennootschap onder firma|Vereniging van eigenaars|Vereniging";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"De juridische status van de onderneming.";"The legal status of a company.";"De rechtsvorm van de onderneming. Bijvoorbeeld B.V. of VOF.";"";"Article: 3.8, Name: Wet inkomstenbelasting 2001"
19;"bank-cd:AgriculturalActivities";3;"      Agrarische activiteiten J/N";"      Agricultural activities";"";"AgriculturalActivities";"bank-cd";"AgriculturalActivities";"https://www.sbrbanken.nl/BT2015.1/basis/bank/items/bank-common-data#AgriculturalActivities";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"Indicatie of door de onderneming agrarische activiteiten worden ondernomen.";"";"Indicatie of door de onderneming agrarische activiteiten worden ondernomen.";"";""
20;"nl-cd:EmailAddressFull";3;"      E-mailadres";"      Email address";"http://www.xbrl.org/2003/role/terseLabel";"EmailAddressFull";"nl-cd";"EmailAddressFull";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#EmailAddressFull";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:emailItemType";"email";"xbrli:stringItemType";"String";"0";"[^@]+@[^@]+";"";"";"";"";"6";"254";"";"";"";"";"Duration";"None";0;0;"Het adres waaronder een persoon of organisatie via het internet per elektronische post te bereiken is.";"The address with which the person or organisation is contacted through the internet electronic mail.";"Het (volledige) email adres.";"";"IssueDate: 2002, Name: NEN5825"
21;"rj-i:StatutoryPlaceOfResidence";3;"      Statutaire vestigingsplaats";"      Statutory place of residence";"";"StatutoryPlaceOfResidence";"rj-i";"StatutoryPlaceOfResidence";"http://www.nltaxonomie.nl/9.0/basis/rj/items/rj-data#StatutoryPlaceOfResidence";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"Het statutaire adres alwaar de onderneming is gevestigd.";"";"Chapter: 300, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 105, Subparagraph: a"
22;"bank-cd:PostalCodeStatutoryPlaceOfResidence";3;"      Postcode statutair vestigingsadres";"      Postal code statutory place of residence";"";"PostalCodeStatutoryPlaceOfResidence";"bank-cd";"PostalCodeStatutoryPlaceOfResidence";"https://www.sbrbanken.nl/BT2015.1/basis/bank/items/bank-common-data#PostalCodeStatutoryPlaceOfResidence";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"De postcode van het statutair vestigingsadres.";"";"De postcode van het statutair vestigingsadres.";"";""
23;"bank-tuples:LocationActualActivitiesAddressNLSpecification";2;"   Vestigingsadres in Nederland";"   Address of actual establishment in the Netherlands specification";"";"LocationActualActivitiesAddressNLSpecification";"bank-tuples";"LocationActualActivitiesAddressNLSpecification";"https://www.sbrbanken.nl/BT2015.1/domein/bank/tuples/bank-tuples#LocationActualActivitiesAddressNLSpecification";"xbrli:tuple";1;1;0;;"0";"0";"0";"-1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"";"";"";"";""
24;"nl-cd:DescriptionLocationNL";3;"      Locatieomschrijving NL";"      Description of location NL";"";"DescriptionLocationNL";"nl-cd";"DescriptionLocationNL";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#DescriptionLocationNL";"xbrli:item";1;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"Een nadere aanduiding bij de adresgegevens om de plaats aan te duiden waar de persoon dan wel een organisatie bereikbaar is.";"More information on address to identify the location where the person or organisation is located.";"Hier dienen de zakelijke adresgegevens te worden opgegeven.";"";"IssueDate: 2002, Name: NEN5825"
25;"nl-cd:StreetNameNL";3;"      Straatnaam NL";"      Street name NL";"";"StreetNameNL";"nl-cd";"StreetNameNL";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#StreetNameNL";"xbrli:item";1;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"1";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"De officiële door de gemeente vastgestelde naam van een straat.";"The official registered name of a street as determined by the city council.";"De officiële straatnaam.";"";"IssueDate: 2002, Name: NEN5825|Chapter: 300, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 105, Subparagraph: a|Chapter: B18, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 104"
26;"nl-cd:HouseNumberNL";3;"      Huisnummer";"      House number";"";"HouseNumberNL";"nl-cd";"HouseNumberNL";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#HouseNumberNL";"xbrli:item";1;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"2";"0";"0";"nl-types:nonNegativeItemType";"nonNegative";"xbrli:stringItemType";"String";"0";"([0-9]*)";"";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"De numerieke aanduiding zoals deze door de gemeente aan het object is toegekend.";"The numeric part of the object as designated by the municipality.";"Het huisnummer.";"";"IssueDate: 2002, Name: NEN5825|Chapter: 300, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 105, Subparagraph: a|Chapter: B18, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 104"
27;"nl-cd:HouseNumberAddition";3;"      Huisnummer toevoeging";"      House number addition";"";"HouseNumberAddition";"nl-cd";"HouseNumberAddition";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#HouseNumberAddition";"xbrli:item";2;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"3";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"De huisnummertoevoeging zoals deze door de gemeente aan het object is toegekend.";"The house number addition as designated by the municipality.";"De toevoeging aan het huisnummer, bijvoorbeeld ""A"" of ""2 hoog"".";"";"IssueDate: 2002, Name: NEN5825|Chapter: 300, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 105, Subparagraph: a|Chapter: B18, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 104"
28;"nl-cd:POBoxNumber";3;"      Postbusnummer";"      PO box number";"";"POBoxNumber";"nl-cd";"POBoxNumber";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#POBoxNumber";"xbrli:item";2;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"4";"0";"0";"nl-types:nonNegativeItemType";"nonNegative";"xbrli:stringItemType";"String";"0";"([0-9]*)";"";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"De numerieke aanduiding zoals vastgesteld voor een Nederlandse postbus.";"The numeric part as designated for a Dutch Post Office Box.";"De numerieke aanduiding zoals deze door TPG Post is vastgesteld voor een Nederlandse postbus.";"";"IssueDate: 2002, Name: NEN5825"
29;"nl-cd:PostalCodeNL";3;"      Postcode NL";"      Postal code NL";"";"PostalCodeNL";"nl-cd";"PostalCodeNL";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#PostalCodeNL";"xbrli:item";1;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"5";"0";"0";"nl-types:nlzipItemType";"nlzip";"xbrli:stringItemType";"String";"1";"([1-9]{1}[0-9]{3}[A-Z]{2})";"";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"De officiële codering van PostNL voor een Nederlands postadres, bestaande uit een numeriek deel en een alfabetisch deel.";"The official coding of PostNL for a Dutch postal address, consisting of a numeric part and an alphabetic part.";"De postcode van het adres.";"";"IssueDate: 2002, Name: NEN5825|Chapter: 300, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 105, Subparagraph: a|Chapter: B18, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 104|Article: 37, Name: Wet op de omzetbelasting 1968, Paragraph: a"
30;"nl-cd:PlaceOfResidenceNL";3;"      Woonplaats NL";"      Place of residence NL";"";"PlaceOfResidenceNL";"nl-cd";"PlaceOfResidenceNL";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#PlaceOfResidenceNL";"xbrli:item";1;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"6";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"De officiële door de gemeente vastgestelde gemeentenaam.";"The official municipality name as designated by the municipality.";"De plaats van vestiging van de onderneming.";"";"Name: LO3.7, Page: 255, Publisher: Gemeentelijke basisadministratie|IssueDate: 2002, Name: NEN5825|Chapter: 300, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 105, Subparagraph: a|Chapter: B18, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 104|Article: 37, Name: Wet op de omzetbelasting 1968, Paragraph: a"
31;"nl-cd:NameRegion";3;"      Regionaam";"      Name region";"";"NameRegion";"nl-cd";"NameRegion";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#NameRegion";"xbrli:item";2;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"7";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"Adres element dat het geografische of administratieve gebied specificeert waarin een stad is opgenomen.";"Address element specifying the geographic or administrative area of the country in which the town is situated.";"De naam van de provincie.";"";"IssueDate: 2011, Name: NEN14142-1|Chapter: 300, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 105, Subparagraph: a|Chapter: B18, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 104"
32;"nl-cd:CountryName";3;"      Landnaam, ISO";"      Country name, ISO";"";"CountryName";"nl-cd";"CountryName";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#CountryName";"xbrli:item";2;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"8";"0";"0";"xbrli:tokenItemType";"token";"xbrli:tokenItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"Adres element gebruik makend van de ISO 3166-1 code voor landen, territorium of gebied met geopolitieke belangen, waarin een leveringspunt is gelokaliseerd of hoe het leveringspunt bereikt kan worden.";"Address element designating the country, dependency or area of geopolitical interest, in which a delivery point is located or via which the delivery point is accessed.";"De code voor het betreffende land. Dit is een codering waar voor elk land een code van drie tekens van toepassing is. Voor bijvoorbeeld Nederland is dat NLD.";"";"IssueDate: 2011, Name: NEN14142-1|Chapter: 300, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 105, Subparagraph: a|Chapter: B18, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 104"
33;"rj-t:LocationActualActivitiesAddressAbroadSpecification";2;"   Vestigingsadres in het buitenland";"   Address of actual establishment abroad";"urn:bank:preflabel:label";"LocationActualActivitiesAddressAbroadSpecification";"rj-t";"LocationActualActivitiesAddressAbroadSpecification";"http://www.nltaxonomie.nl/9.0/domein/rj/tuples/rj-tuples#LocationActualActivitiesAddressAbroadSpecification";"sbr:specificationTuple";1;1;0;;"0";"0";"0";"-1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"";"";"";"";"Chapter: 300, Name: Richtlijnen voor de Jaarverslaggeving, Paragraph: 105, Subparagraph: a|Chapter: B18, Name: Richtlijnen voor de Jaarverslaggeving voor kleine rechtspersonen, Paragraph: 104, Subparagraph: a"
34;"nl-cd:DescriptionLocationAbroad";3;"      Locatieomschrijving buitenland";"      Description of location abroad";"";"DescriptionLocationAbroad";"nl-cd";"DescriptionLocationAbroad";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#DescriptionLocationAbroad";"xbrli:item";1;0;0;"rj-t:LocationActualActivitiesAddressAbroadSpecification";"1";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"Adres element met meer gegevens of instructies om het leveringspunt te duiden of te bereiken.";"Address element providing additional data or instructions intended to facilitate access to, or designation of, a delivery point.";"Het adres van de buitenlandse locatie van een onderneming.";"";"IssueDate: 2011, Name: NEN14142-1"
35;"nl-cd:StreetNameAbroad";3;"      Straatnaam buitenland";"      Street name abroad";"";"StreetNameAbroad";"nl-cd";"StreetNameAbroad";"http://www.nltaxonomie.nl/9.0/basis/sbr/items/nl-common-data#StreetNameAbroad";"xbrli:item";1;0;0;"rj-t:LocationActualActivitiesAddressAbroadSpecification";"1";"1";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"Adres onderdeel dat de straat, deel van een straat of andere toegangsroute identificeert waarlangs een leveringspunt bereikt kan worden, direct of middels een secundaire of tertiaire weg of toegangsroute.";"Address element which identifies the road or part of a road or other access route along which a delivery point can be accessed, either directly or via a secondary or tertiary road or access route.";"De officiële straatnaam van het adres in het buitenland.";"";"IssueDate: 2011, Name: NEN14142-1"
