;"Generated by FINAN XBRL Taxonomy Viewer v4.4.1"
;"Taxonomy: BT2016(BankRptKredietKlFiscNpCategoriaal2015)"

"Sort";"ID";"Level";"Label nl";"Label en";"PreferredLabelRole";"ElementName";"NamespaceAlias";"FinanVarName";"Url";"SubstitutionGroup";"UseCount";"IsTuple";"IsTupleKey";"IsInThisTuple";"TupleDepth";"TupleInstanceOrder";"MinTupleInstances";"MaxTupleInstances";"ElementType";"ShortElementType";"BaseType";"DataType (FMT4)";"InputRequired";"Pattern";"Enumeration";"FractionDigits";"TotalDigits";"Length";"MinLength";"MaxLength";"MinInclusive";"MaxInclusive";"MinExclusive";"MaxExclusive";"PeriodType";"Balance";"Abstract";"Nillable";"Documentation nl";"Documentation en";"Ddef.Guidance nl";"Ddef.Guidance en";"References"
11;"rj-i:FinancialReportingPeriodDifferentThanAnnualStatus";3;"      Rapportageperiode afwijkend van een jaar J/N";"      Reporting period different than annual";"urn:bank:preflabel:label";"FinancialReportingPeriodDifferentThanAnnualStatus";"rj-i";"FinancialReportingPeriodDifferentThanAnnualStatus";"http://www.nltaxonomie.nl/10.0/basis/rj/items/rj-data#FinancialReportingPeriodDifferentThanAnnualStatus";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"Geeft aan of de rapportageperiode geen (kalender)jaar is. Indien afwijkend dan ""J"" van Ja invullen.";"";"Chapter: 110, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 104|Chapter: A1, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 305"
12;"rj-i:FinancialReportingPeriodDifferentThanAnnualReason";4;"         Rapportageperiode afwijkend van een jaar, reden van afwijking";"         Reporting period different than annual, reason for difference";"";"FinancialReportingPeriodDifferentThanAnnualReason";"rj-i";"FinancialReportingPeriodDifferentThanAnnualReason";"http://www.nltaxonomie.nl/10.0/basis/rj/items/rj-data#FinancialReportingPeriodDifferentThanAnnualReason";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"De reden waarom de rapportageperiode afwijkt van een (kalender)jaar.";"";"Chapter: 110, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 104|Chapter: A1, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 305"
13;"rj-i:FinancialReportingPeriodDifferentThanAnnualImpactComparatives";4;"         Rapportageperiode afwijkend van een jaar, effect op vergelijkende cijfers";"         Reporting period different than annual, impact on comparatives";"";"FinancialReportingPeriodDifferentThanAnnualImpactComparatives";"rj-i";"FinancialReportingPeriodDifferentThanAnnualImpactComparatives";"http://www.nltaxonomie.nl/10.0/basis/rj/items/rj-data#FinancialReportingPeriodDifferentThanAnnualImpactComparatives";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"Het effect op de vergelijkende cijfers (van voorgaande periode). Doordat de rappartageperiode afwijkt moet een toelichting worden gegeven.";"";"Chapter: 110, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 104|Chapter: A1, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 305"
14;"nl-cd:DocumentCreationDate";3;"      Datum van opmaak van het document";"      Document creation date";"";"DocumentCreationDate";"nl-cd";"DocumentCreationDate";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#DocumentCreationDate";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"De datum van opmaak van het document volgens ISO 8601 in het formaat: jjjj-mm-dd";"The date of document formatting, according to ISO 8601 with the format: yyyy-mm-dd.";"De datum waarop de rapportage is gemaakt.";"";""
15;"venj-bw2-i:DocumentAdoptionStatus";3;"      Jaarrekening vastgesteld J/N";"      Financial statements adopted Y/N";"urn:bank:preflabel:label";"DocumentAdoptionStatus";"venj-bw2-i";"DocumentAdoptionStatus";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#DocumentAdoptionStatus";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"De constatering of een jaarrekening is vastgesteld.";"";"Article: 394, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1|Article: 395, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2|Chapter: A6, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 103"
16;"venj-bw2-i:DocumentAdoptionDate";4;"         Datum van vaststelling van de jaarrekening";"         Date of adoption of the financial statements";"";"DocumentAdoptionDate";"venj-bw2-i";"DocumentAdoptionDate";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#DocumentAdoptionDate";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"De datum waarop de jaarrekening is vastgesteld.";"";"Article: 394, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1|Chapter: A6, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 103"
17;"kvk-abstr:EntityInformationTitle";2;"   Informatie met betrekking tot de onderneming";"   Entity information";"urn:bank:preflabel:label";"EntityInformationTitle";"kvk-abstr";"EntityInformationTitle";"http://www.nltaxonomie.nl/10.0/report/kvk/abstracts/kvk-abstracts#EntityInformationTitle";"sbr:presentationItem";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";""
18;"venj-bw2-i:ChamberOfCommerceRegistrationNumber";3;"      Registratienummer bij de Kamer van Koophandel";"      Registration number at the Chamber of Commerce";"";"ChamberOfCommerceRegistrationNumber";"venj-bw2-i";"ChamberOfCommerceRegistrationNumber";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#ChamberOfCommerceRegistrationNumber";"xbrli:item";2;0;0;;"0";"0";"0";"0";"venj-types:chamberOfCommerceRegistrationNumberItemType";"chamberOfCommerceRegistrationNumber";"xbrli:stringItemType";"String";"0";"([1-9][0-9]{7})|([0-9][1-9][0-9]{6})";"";"";"";"8";"";"";"";"";"";"";"Duration";"None";0;0;"";"";"Het KvK-registratienummer van de onderneming.";"";"Article: 380a, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2"
19;"venj-bw2-i:LegalEntityName";3;"      Naam van de rechtspersoon";"      Legal entity name";"";"LegalEntityName";"venj-bw2-i";"LegalEntityName";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#LegalEntityName";"xbrli:item";2;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"De naam van de rechtspersoon (onderneming).";"";"Article: 380a, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2|Chapter: 110, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 103|Chapter: 300, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 105, Subparagraph: a"
20;"venj-bw2-i:LegalEntityLegalForm";3;"      Rechtsvorm";"      Legal form";"urn:bank:preflabel:label";"LegalEntityLegalForm";"venj-bw2-i";"LegalEntityLegalForm";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#LegalEntityLegalForm";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-codes:legalItemType";"legal";"xbrli:stringItemType";"Enumeration";"0";"";"Besloten vennootschap|Buitenlandse NNP als functionaris|Buitenlandse rechtsvorm|Commanditaire vennootschap met rechtspersoonlijkheid|Commanditaire vennootschap|Cooperatie|Eenmanszaak met meerdere eigenaren|Eenmanszaak|Europees Economisch Samenwerkingsverband|Europese cooperatieve vennootschap (SCE)|Europese naamloze vennootschap (SE)|Formeel buitenlandse vennootschap|Kapitaal vennootschap binnen EER|Kerkgenootschap|Maatschap|Naamloze vennootschap|Niet formeel buitenlandse vennootschap|Onderlinge waarborg maatschappij|Openbare vennootschap met rechtspersoonlijkheid|Openbare vennootschap|Overige buitenlandse rechtsvorm|Overige rechtsvorm|Publiekrechtelijke rechtspersoon|Rechtspersoon in oprichting|Rederij|Stichting|Vennootschap onder firma|Vereniging van eigenaars|Vereniging";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"";"";"De rechtsvorm van de onderneming. Bijvoorbeeld B.V. of VOF.";"";"Article: 380a, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2"
21;"kvk-i:LegalSizeCriteriaClassification";3;"      Classificatie van de rechtspersoon op basis van de wettelijke groottecriteria";"      Classification of the legal entity based on the legal size criteria";"";"LegalSizeCriteriaClassification";"kvk-i";"LegalSizeCriteriaClassification";"http://www.nltaxonomie.nl/10.0/basis/kvk/items/kvk-data#LegalSizeCriteriaClassification";"xbrli:item";1;0;0;;"0";"0";"0";"0";"kvk-codes:legalSizeCriteriaItemType";"legalSizeCriteria";"xbrli:stringItemType";"Enumeration";"0";"";"Groot|Klein|Middelgroot";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"";"";"De classificatie van de onderneming (Groot, Middelgroot of Klein) op basis van de criteria zoals opgenomen in het Burgerlijk wetboek: (1) de waarde van de activa, (2) de netto-omzet en (3) het gemiddeld aantal werknemers.";"";"Article: 396, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1|Article: 397, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1"
22;"rj-i:BusinessNames";3;"      Handelsnamen";"      Business names";"";"BusinessNames";"rj-i";"BusinessNames";"http://www.nltaxonomie.nl/10.0/basis/rj/items/rj-data#BusinessNames";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"De handelsnamen die door de onderneming worden gehanteerd.";"";"Chapter: 110, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 103, Subparagraph: a"
23;"venj-bw2-i:LegalEntityRegisteredOffice";3;"      Zetel";"      Registered office";"urn:bank:preflabel:label";"LegalEntityRegisteredOffice";"venj-bw2-i";"LegalEntityRegisteredOffice";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#LegalEntityRegisteredOffice";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"De zetel van de onderneming.";"";"Article: 380a, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2|Chapter: 300, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 105, Subparagraph: a"
24;"bank-cd:PostalCodeLegalEntityRegisteredOffice";3;"      Postcode zetel rechtspersoon";"      Postal code legal entity registered office";"";"PostalCodeLegalEntityRegisteredOffice";"bank-cd";"PostalCodeLegalEntityRegisteredOffice";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#PostalCodeLegalEntityRegisteredOffice";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"De postcode van de zetel van de rechtspersoon.";"";"De postcode van de zetel van de rechtspersoon.";"";""
25;"bank-cd:DateEstablishmentLegalEntity";3;"      Oprichtingsdatum";"      Date establishment";"http://www.xbrl.org/2003/role/terseLabel";"DateEstablishmentLegalEntity";"bank-cd";"DateEstablishmentLegalEntity";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#DateEstablishmentLegalEntity";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"Oprichtingsdatum van de onderneming.";"";"Oprichtingsdatum van de onderneming.";"";""
26;"bank-cd:DateChangeRegulationsLegalEntity";3;"      Datum laatste statutenwijziging";"      Date change regulations";"http://www.xbrl.org/2003/role/terseLabel";"DateChangeRegulationsLegalEntity";"bank-cd";"DateChangeRegulationsLegalEntity";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#DateChangeRegulationsLegalEntity";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"Datum laatste statutenwijziging onderneming.";"";"Datum laatste statutenwijziging van de onderneming.";"";""
27;"bank-cd:AgriculturalActivities";3;"      Agrarische activiteiten J/N";"      Agricultural activities";"";"AgriculturalActivities";"bank-cd";"AgriculturalActivities";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#AgriculturalActivities";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"Indicatie of door de onderneming agrarische activiteiten worden ondernomen.";"";"Indicatie of door de onderneming agrarische activiteiten worden ondernomen.";"";""
28;"kvk-t:ContactForDocumentPresentation";3;"      Contactpersoon voor deze rapportage";"      Contact for this document";"urn:bank:preflabel:label";"ContactForDocumentPresentation";"kvk-t";"ContactForDocumentPresentation";"http://www.nltaxonomie.nl/10.0/domein/kvk/tuples/kvk-tuples#ContactForDocumentPresentation";"sbr:presentationTuple";1;1;0;;"0";"0";"1";"1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"Deze tuple is bedoeld voor het opnemen van de contactgegevens van de contactpersoon van deze rapportage. Deze contactpersoon kan van de organisatie zelf zijn of van haar intermediair.";"The intention of this tuple is to record the contact details of the contact for this document. This contact can be a person from the organisation itself or from its intermediary.";"De gegevens van de contactpersoon betreffende deze rapportage.";"";""
29;"kvk-i:ContactType";4;"         Soort contactpersoon";"         Contact type";"";"ContactType";"kvk-i";"ContactType";"http://www.nltaxonomie.nl/10.0/basis/kvk/items/kvk-data#ContactType";"xbrli:item";1;0;0;"kvk-t:ContactForDocumentPresentation";"1";"0";"0";"0";"kvk-codes:contactItemType";"contact";"xbrli:stringItemType";"Enumeration";"0";"";"Intermediair|Ondernemer";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"Dit concept dient voor het classificeren van de contactpersoon van deze rapportage in de categorie ""ondernemer"" of ""intermediair"".";"The purpose of this concept is to categorise the contact for this report into either ""Intermediary"" or ""Entrepreneur"".";"Indicatie van de rol van de contactpersoon betreffende deze rapportage: Intermediair of Ondernemer.";"";""
30;"nl-cd:FirstName";4;"         Voornamen";"         First name";"";"FirstName";"nl-cd";"FirstName";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#FirstName";"xbrli:item";2;0;0;"kvk-t:ContactForDocumentPresentation";"1";"1";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"De verzameling namen die, gescheiden door spaties, aan de geslachtsnaam voorafgaat. Indien aanwezig, wordt het predikaat afgesplitst.";"The collection of names, separated by spaces, which precede the family name stripped of predicates.";"De voornaam.";"";"Name: LO3.9, Page: 234, Publisher: Gemeentelijke basisadministratie"
31;"nl-cd:FamilyName";4;"         Geslachtsnaam";"         Family name";"";"FamilyName";"nl-cd";"FamilyName";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#FamilyName";"xbrli:item";3;0;0;"kvk-t:ContactForDocumentPresentation";"1";"2";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"De (geslachts)naam waarvan de eventueel aanwezige voorvoegsels en adellijke titel/predikaat zijn afgesplitst.";"The family name stripped of any prefixes and noble titles/predicates.";"De achternaam van de persoon.";"";"Name: LO3.9, Page: 237, Publisher: Gemeentelijke basisadministratie"
32;"venj-bw2-i:OrganisationName";4;"         Naam van de organisatie";"         Name of the organisation";"http://www.xbrl.org/2003/role/terseLabel";"OrganisationName";"venj-bw2-i";"OrganisationName";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#OrganisationName";"xbrli:item";1;0;0;"kvk-t:ContactForDocumentPresentation";"1";"3";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"Naam van de organisatie of rechtspersoon die in casu wordt vertegenwoordigd.";"Name of the organisation or legal entity that is being represented in this situation.";"Naam van de organisatie of rechtspersoon die in casu wordt vertegenwoordigd door de contactpersoon.";"";"Article: 15, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening"
33;"nl-cd:TelephoneNumber";4;"         Telefoonnummer";"         Telephone number";"";"TelephoneNumber";"nl-cd";"TelephoneNumber";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#TelephoneNumber";"xbrli:item";1;0;0;"kvk-t:ContactForDocumentPresentation";"1";"4";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"Het nummer waaronder een persoon of organisatie telefonisch te bereiken is, bestaande uit een netnummer en een abonneenummer.";"The number on which a person or organisation can be reached by telephone, consisting of an area code and a subscriber number.";"Het telefoonnummer.";"";"IssueDate: 2002, Name: NEN5825|Article: 37, Name: Wet op de omzetbelasting 1968, Paragraph: a"
34;"nl-cd:EmailAddressFull";4;"         E-mailadres";"         Email address";"http://www.xbrl.org/2003/role/terseLabel";"EmailAddressFull";"nl-cd";"EmailAddressFull";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#EmailAddressFull";"xbrli:item";1;0;0;"kvk-t:ContactForDocumentPresentation";"1";"5";"0";"0";"nl-types:emailItemType";"email";"xbrli:stringItemType";"String";"0";"[^@]+@[^@]+";"";"";"";"";"6";"254";"";"";"";"";"Duration";"None";0;0;"Het adres waaronder een persoon of organisatie via het internet per elektronische post te bereiken is.";"The address with which the person or organisation is contacted through the internet electronic mail.";"Het (volledige) email adres.";"";"IssueDate: 2002, Name: NEN5825"
35;"bank-tuples:LocationActualActivitiesAddressNLSpecification";2;"   Vestigingsadres in Nederland";"   Address of actual establishment in the Netherlands specification";"";"LocationActualActivitiesAddressNLSpecification";"bank-tuples";"LocationActualActivitiesAddressNLSpecification";"https://www.sbrbanken.nl/BT2016/domein/bank/tuples/bank-tuples#LocationActualActivitiesAddressNLSpecification";"xbrli:tuple";1;1;0;;"0";"0";"0";"-1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"";"";"";"";""
36;"nl-cd:DescriptionLocationNL";3;"      Locatieomschrijving NL";"      Description of location NL";"";"DescriptionLocationNL";"nl-cd";"DescriptionLocationNL";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#DescriptionLocationNL";"xbrli:item";1;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"0";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"Een nadere aanduiding bij de adresgegevens om de plaats aan te duiden waar de persoon dan wel een organisatie bereikbaar is.";"More information on address to identify the location where the person or organisation is located.";"Hier dienen de zakelijke adresgegevens te worden opgegeven.";"";"IssueDate: 2002, Name: NEN5825"
