;"Generated by FINAN XBRL Taxonomy Viewer v4.4.1"
;"Taxonomy: BT2016(BankRptIhzAangifteMetWinstbijlageFunctioneel2015)"

"Sort";"ID";"Level";"Label nl";"Label en";"PreferredLabelRole";"ElementName";"NamespaceAlias";"FinanVarName";"Url";"SubstitutionGroup";"UseCount";"IsTuple";"IsTupleKey";"IsInThisTuple";"TupleDepth";"TupleInstanceOrder";"MinTupleInstances";"MaxTupleInstances";"ElementType";"ShortElementType";"BaseType";"DataType (FMT4)";"InputRequired";"Pattern";"Enumeration";"FractionDigits";"TotalDigits";"Length";"MinLength";"MaxLength";"MinInclusive";"MaxInclusive";"MinExclusive";"MaxExclusive";"PeriodType";"Balance";"Abstract";"Nillable";"Documentation nl";"Documentation en";"Ddef.Guidance nl";"Ddef.Guidance en";"References"
11;"bd-alg:Surname";3;"      Achternaam";"      Surname";"";"Surname";"bd-alg";"Surname";"http://www.nltaxonomie.nl/10.0/basis/bd/items/bd-algemeen#Surname";"xbrli:item";2;0;0;"bank-ihz-tuples:PartyFilingTaxReturnTitle";"1";"2";"0";"0";"bd-types:anstring200VItemType";"anstring200V";"xbrli:tokenItemType";"String";"1";"";"";"";"";"";"1";"200";"";"";"";"";"Duration";"None";0;0;"";"";"De familienaam van een natuurlijk persoon.";"";"Name: belastingdienst taxonomie definities.pdf, Paragraph: 11, Chapter: mda definities"
12;"nl-cd:DateOfBirth";3;"      Geboortedatum";"      Date of birth";"";"DateOfBirth";"nl-cd";"DateOfBirth";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#DateOfBirth";"xbrli:item";2;0;0;"bank-ihz-tuples:PartyFilingTaxReturnTitle";"1";"3";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"1";;;;;;;;;;;;"Duration";"None";0;0;"De datum waarop de persoon is geboren.";"The date on which a person is born.";"De datum waarop de persoon, waarover de rapportage gaat, is geboren.";"";"Name: LO3.9, Page: 238, Publisher: Gemeentelijke basisadministratie"
13;"bank-ihz-tuples:HomeAddressTitle";3;"      Huisadres belastingplichtige";"      Home address title";"";"HomeAddressTitle";"bank-ihz-tuples";"HomeAddressTitle";"https://www.sbrbanken.nl/BT2016/domein/bank/tuples/bank-ihz-tuples#HomeAddressTitle";"xbrli:tuple";1;1;0;"bank-ihz-tuples:PartyFilingTaxReturnTitle";"1";"4";"0";"-1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"";"";"";"";""
14;"nl-cd:DescriptionLocationNL";4;"         Locatieomschrijving NL";"         Description of location NL";"";"DescriptionLocationNL";"nl-cd";"DescriptionLocationNL";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#DescriptionLocationNL";"xbrli:item";2;0;0;"bank-ihz-tuples:PartyFilingTaxReturnTitle#bank-ihz-tuples:HomeAddressTitle";"2";"0";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"Een nadere aanduiding bij de adresgegevens om de plaats aan te duiden waar de persoon dan wel een organisatie bereikbaar is.";"More information on address to identify the location where the person or organisation is located.";"Hier dienen de zakelijke adresgegevens te worden opgegeven.";"";"IssueDate: 2002, Name: NEN5825"
15;"nl-cd:StreetNameNL";4;"         Straatnaam NL";"         Street name NL";"";"StreetNameNL";"nl-cd";"StreetNameNL";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#StreetNameNL";"xbrli:item";2;0;0;"bank-ihz-tuples:PartyFilingTaxReturnTitle#bank-ihz-tuples:HomeAddressTitle";"2";"1";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"De officiële door de gemeente vastgestelde naam van een straat.";"The official registered name of a street as determined by the city council.";"De officiële straatnaam.";"";"IssueDate: 2002, Name: NEN5825"
16;"nl-cd:HouseNumberNL";4;"         Huisnummer";"         House number";"";"HouseNumberNL";"nl-cd";"HouseNumberNL";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#HouseNumberNL";"xbrli:item";2;0;0;"bank-ihz-tuples:PartyFilingTaxReturnTitle#bank-ihz-tuples:HomeAddressTitle";"2";"2";"0";"0";"nl-types:nonNegative20ItemType";"nonNegative20";"xbrli:stringItemType";"String";"1";"([0-9]{1,20})";"";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"De numerieke aanduiding zoals deze door de gemeente aan het object is toegekend.";"The numeric part of the object as designated by the municipality.";"Het huisnummer.";"";"IssueDate: 2002, Name: NEN5825"
17;"nl-cd:HouseNumberAddition";4;"         Huisnummer toevoeging";"         House number addition";"";"HouseNumberAddition";"nl-cd";"HouseNumberAddition";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#HouseNumberAddition";"xbrli:item";2;0;0;"bank-ihz-tuples:PartyFilingTaxReturnTitle#bank-ihz-tuples:HomeAddressTitle";"2";"3";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"De huisnummertoevoeging zoals deze door de gemeente aan het object is toegekend.";"The house number addition as designated by the municipality.";"De toevoeging aan het huisnummer, bijvoorbeeld ""A"" of ""2 hoog"".";"";"IssueDate: 2002, Name: NEN5825"
18;"nl-cd:PostalCodeNL";4;"         Postcode NL";"         Postal code NL";"";"PostalCodeNL";"nl-cd";"PostalCodeNL";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#PostalCodeNL";"xbrli:item";2;0;0;"bank-ihz-tuples:PartyFilingTaxReturnTitle#bank-ihz-tuples:HomeAddressTitle";"2";"4";"0";"0";"nl-types:nlzipItemType";"nlzip";"xbrli:stringItemType";"String";"1";"([1-9]{1}[0-9]{3}[A-Z]{2})";"";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"De officiële codering van PostNL voor een Nederlands postadres, bestaande uit een numeriek deel en een alfabetisch deel.";"The official coding of PostNL for a Dutch postal address, consisting of a numeric part and an alphabetic part.";"De postcode van het adres.";"";"IssueDate: 2002, Name: NEN5825|Article: 37, Name: Wet op de omzetbelasting 1968, Paragraph: a"
19;"nl-cd:PlaceOfResidenceNL";4;"         Woonplaats NL";"         Place of residence NL";"";"PlaceOfResidenceNL";"nl-cd";"PlaceOfResidenceNL";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#PlaceOfResidenceNL";"xbrli:item";2;0;0;"bank-ihz-tuples:PartyFilingTaxReturnTitle#bank-ihz-tuples:HomeAddressTitle";"2";"5";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"De officiële door de gemeente vastgestelde gemeentenaam.";"The official municipality name as designated by the municipality.";"De plaats van vestiging van de onderneming.";"";"Name: LO3.9, Page: 253, Publisher: Gemeentelijke basisadministratie|IssueDate: 2002, Name: NEN5825|Article: 37, Name: Wet op de omzetbelasting 1968, Paragraph: a"
20;"nl-cd:NameRegion";4;"         Regionaam";"         Name region";"";"NameRegion";"nl-cd";"NameRegion";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#NameRegion";"xbrli:item";2;0;0;"bank-ihz-tuples:PartyFilingTaxReturnTitle#bank-ihz-tuples:HomeAddressTitle";"2";"6";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"Adres element dat het geografische of administratieve gebied specificeert waarin een stad is opgenomen.";"Address element specifying the geographic or administrative area of the country in which the town is situated.";"De naam van de provincie.";"";"IssueDate: 2011, Name: NEN14142-1"
21;"nl-cd:CountryName";4;"         Landnaam, ISO";"         Country name, ISO";"";"CountryName";"nl-cd";"CountryName";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#CountryName";"xbrli:item";2;0;0;"bank-ihz-tuples:PartyFilingTaxReturnTitle#bank-ihz-tuples:HomeAddressTitle";"2";"7";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"Adres element gebruik makend van de ISO 3166-1 code voor landen, territorium of gebied met geopolitieke belangen, waarin een leveringspunt is gelokaliseerd of hoe het leveringspunt bereikt kan worden.";"Address element designating the country, dependency or area of geopolitical interest, in which a delivery point is located or via which the delivery point is accessed.";"De code voor het betreffende land. Dit is een codering waar voor elk land een code van drie tekens van toepassing is. Voor bijvoorbeeld Nederland is dat NLD.";"";"IssueDate: 2011, Name: NEN14142-1"
22;"bd-abstr:EnterpriseGeneralInformationTitle";2;"   Algemene gegevens onderneming";"   Enterprise general information";"urn:bank:preflabel:label";"EnterpriseGeneralInformationTitle";"bd-abstr";"EnterpriseGeneralInformationTitle";"http://www.nltaxonomie.nl/10.0/report/bd/abstracts/bd-abstracts#EnterpriseGeneralInformationTitle";"sbr:presentationItem";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";""
23;"venj-bw2-i:ChamberOfCommerceRegistrationNumber";3;"      Registratienummer bij de Kamer van Koophandel";"      Registration number at the Chamber of Commerce";"";"ChamberOfCommerceRegistrationNumber";"venj-bw2-i";"ChamberOfCommerceRegistrationNumber";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#ChamberOfCommerceRegistrationNumber";"xbrli:item";1;0;0;;"0";"0";"0";"0";"venj-types:chamberOfCommerceRegistrationNumberItemType";"chamberOfCommerceRegistrationNumber";"xbrli:stringItemType";"String";"0";"([1-9][0-9]{7})|([0-9][1-9][0-9]{6})";"";"";"";"8";"";"";"";"";"";"";"Duration";"None";0;0;"";"";"Het KvK-registratienummer van de onderneming.";"";"Article: 380a, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2"
24;"venj-bw2-i:LegalEntityName";3;"      Naam van de rechtspersoon";"      Legal entity name";"";"LegalEntityName";"venj-bw2-i";"LegalEntityName";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#LegalEntityName";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"De naam van de rechtspersoon (onderneming).";"";"Article: 380a, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2|Chapter: 110, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 103|Chapter: 300, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 105, Subparagraph: a"
25;"kvk-i:LegalSizeCriteriaClassification";3;"      Classificatie van de rechtspersoon op basis van de wettelijke groottecriteria";"      Classification of the legal entity based on the legal size criteria";"";"LegalSizeCriteriaClassification";"kvk-i";"LegalSizeCriteriaClassification";"http://www.nltaxonomie.nl/10.0/basis/kvk/items/kvk-data#LegalSizeCriteriaClassification";"xbrli:item";1;0;0;;"0";"0";"0";"0";"kvk-codes:legalSizeCriteriaItemType";"legalSizeCriteria";"xbrli:stringItemType";"Enumeration";"0";"";"Groot|Klein|Middelgroot";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"";"";"De classificatie van de onderneming (Groot, Middelgroot of Klein) op basis van de criteria zoals opgenomen in het Burgerlijk wetboek: (1) de waarde van de activa, (2) de netto-omzet en (3) het gemiddeld aantal werknemers.";"";"Article: 396, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1|Article: 397, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1"
26;"rj-i:BusinessNames";3;"      Handelsnamen";"      Business names";"";"BusinessNames";"rj-i";"BusinessNames";"http://www.nltaxonomie.nl/10.0/basis/rj/items/rj-data#BusinessNames";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"";"De handelsnamen die door de onderneming worden gehanteerd.";"";"Chapter: 110, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 103, Subparagraph: a"
27;"bank-cd:DateEstablishmentLegalEntity";3;"      Oprichtingsdatum";"      Date establishment";"http://www.xbrl.org/2003/role/terseLabel";"DateEstablishmentLegalEntity";"bank-cd";"DateEstablishmentLegalEntity";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#DateEstablishmentLegalEntity";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"Oprichtingsdatum van de onderneming.";"";"Oprichtingsdatum van de onderneming.";"";""
28;"bank-cd:AgriculturalActivities";3;"      Agrarische activiteiten J/N";"      Agricultural activities";"";"AgriculturalActivities";"bank-cd";"AgriculturalActivities";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#AgriculturalActivities";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"Indicatie of door de onderneming agrarische activiteiten worden ondernomen.";"";"Indicatie of door de onderneming agrarische activiteiten worden ondernomen.";"";""
29;"kvk-t:ContactForDocumentPresentation";3;"      Contactpersoon voor deze rapportage";"      Contact for this document";"urn:bank:preflabel:label";"ContactForDocumentPresentation";"kvk-t";"ContactForDocumentPresentation";"http://www.nltaxonomie.nl/10.0/domein/kvk/tuples/kvk-tuples#ContactForDocumentPresentation";"sbr:presentationTuple";1;1;0;;"0";"0";"1";"1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"Deze tuple is bedoeld voor het opnemen van de contactgegevens van de contactpersoon van deze rapportage. Deze contactpersoon kan van de organisatie zelf zijn of van haar intermediair.";"The intention of this tuple is to record the contact details of the contact for this document. This contact can be a person from the organisation itself or from its intermediary.";"De gegevens van de contactpersoon betreffende deze rapportage.";"";""
30;"kvk-i:ContactType";4;"         Soort contactpersoon";"         Contact type";"";"ContactType";"kvk-i";"ContactType";"http://www.nltaxonomie.nl/10.0/basis/kvk/items/kvk-data#ContactType";"xbrli:item";1;0;0;"kvk-t:ContactForDocumentPresentation";"1";"0";"0";"0";"kvk-codes:contactItemType";"contact";"xbrli:stringItemType";"Enumeration";"0";"";"Intermediair|Ondernemer";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"Dit concept dient voor het classificeren van de contactpersoon van deze rapportage in de categorie ""ondernemer"" of ""intermediair"".";"The purpose of this concept is to categorise the contact for this report into either ""Intermediary"" or ""Entrepreneur"".";"Indicatie van de rol van de contactpersoon betreffende deze rapportage: Intermediair of Ondernemer.";"";""
31;"nl-cd:FirstName";4;"         Voornamen";"         First name";"";"FirstName";"nl-cd";"FirstName";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#FirstName";"xbrli:item";1;0;0;"kvk-t:ContactForDocumentPresentation";"1";"1";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"De verzameling namen die, gescheiden door spaties, aan de geslachtsnaam voorafgaat. Indien aanwezig, wordt het predikaat afgesplitst.";"The collection of names, separated by spaces, which precede the family name stripped of predicates.";"De voornaam.";"";"Name: LO3.9, Page: 234, Publisher: Gemeentelijke basisadministratie"
32;"nl-cd:FamilyName";4;"         Geslachtsnaam";"         Family name";"";"FamilyName";"nl-cd";"FamilyName";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#FamilyName";"xbrli:item";1;0;0;"kvk-t:ContactForDocumentPresentation";"1";"2";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"De (geslachts)naam waarvan de eventueel aanwezige voorvoegsels en adellijke titel/predikaat zijn afgesplitst.";"The family name stripped of any prefixes and noble titles/predicates.";"De achternaam van de persoon.";"";"Name: LO3.9, Page: 237, Publisher: Gemeentelijke basisadministratie"
33;"venj-bw2-i:OrganisationName";4;"         Naam van de organisatie";"         Name of the organisation";"http://www.xbrl.org/2003/role/terseLabel";"OrganisationName";"venj-bw2-i";"OrganisationName";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#OrganisationName";"xbrli:item";1;0;0;"kvk-t:ContactForDocumentPresentation";"1";"3";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"Naam van de organisatie of rechtspersoon die in casu wordt vertegenwoordigd.";"Name of the organisation or legal entity that is being represented in this situation.";"Naam van de organisatie of rechtspersoon die in casu wordt vertegenwoordigd door de contactpersoon.";"";"Article: 15, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening"
34;"nl-cd:TelephoneNumber";4;"         Telefoonnummer";"         Telephone number";"";"TelephoneNumber";"nl-cd";"TelephoneNumber";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#TelephoneNumber";"xbrli:item";1;0;0;"kvk-t:ContactForDocumentPresentation";"1";"4";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"Het nummer waaronder een persoon of organisatie telefonisch te bereiken is, bestaande uit een netnummer en een abonneenummer.";"The number on which a person or organisation can be reached by telephone, consisting of an area code and a subscriber number.";"Het telefoonnummer.";"";"IssueDate: 2002, Name: NEN5825|Article: 37, Name: Wet op de omzetbelasting 1968, Paragraph: a"
35;"nl-cd:EmailAddressFull";4;"         E-mailadres";"         Email address";"http://www.xbrl.org/2003/role/terseLabel";"EmailAddressFull";"nl-cd";"EmailAddressFull";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#EmailAddressFull";"xbrli:item";1;0;0;"kvk-t:ContactForDocumentPresentation";"1";"5";"0";"0";"nl-types:emailItemType";"email";"xbrli:stringItemType";"String";"0";"[^@]+@[^@]+";"";"";"";"";"6";"254";"";"";"";"";"Duration";"None";0;0;"Het adres waaronder een persoon of organisatie via het internet per elektronische post te bereiken is.";"The address with which the person or organisation is contacted through the internet electronic mail.";"Het (volledige) email adres.";"";"IssueDate: 2002, Name: NEN5825"
36;"bank-tuples:LocationActualActivitiesAddressNLSpecification";3;"      Vestigingsadres in Nederland";"      Address of actual establishment in the Netherlands specification";"";"LocationActualActivitiesAddressNLSpecification";"bank-tuples";"LocationActualActivitiesAddressNLSpecification";"https://www.sbrbanken.nl/BT2016/domein/bank/tuples/bank-tuples#LocationActualActivitiesAddressNLSpecification";"xbrli:tuple";1;1;0;;"0";"0";"0";"-1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"";"";"";"";""
37;"nl-cd:DescriptionLocationNL";4;"         Locatieomschrijving NL";"         Description of location NL";"";"DescriptionLocationNL";"nl-cd";"DescriptionLocationNL";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#DescriptionLocationNL";"xbrli:item";2;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"0";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"Een nadere aanduiding bij de adresgegevens om de plaats aan te duiden waar de persoon dan wel een organisatie bereikbaar is.";"More information on address to identify the location where the person or organisation is located.";"Hier dienen de zakelijke adresgegevens te worden opgegeven.";"";"IssueDate: 2002, Name: NEN5825"
38;"nl-cd:StreetNameNL";4;"         Straatnaam NL";"         Street name NL";"";"StreetNameNL";"nl-cd";"StreetNameNL";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#StreetNameNL";"xbrli:item";2;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"1";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"De officiële door de gemeente vastgestelde naam van een straat.";"The official registered name of a street as determined by the city council.";"De officiële straatnaam.";"";"IssueDate: 2002, Name: NEN5825"
39;"nl-cd:HouseNumberNL";4;"         Huisnummer";"         House number";"";"HouseNumberNL";"nl-cd";"HouseNumberNL";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#HouseNumberNL";"xbrli:item";2;0;0;"bank-tuples:LocationActualActivitiesAddressNLSpecification";"1";"2";"0";"0";"nl-types:nonNegative20ItemType";"nonNegative20";"xbrli:stringItemType";"String";"0";"([0-9]{1,20})";"";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"De numerieke aanduiding zoals deze door de gemeente aan het object is toegekend.";"The numeric part of the object as designated by the municipality.";"Het huisnummer.";"";"IssueDate: 2002, Name: NEN5825"
